1 & 408 & [0, 3, 398, 273, 401, 18, 17, 281, 416, 289, 292, 297, 434, 53, 185, 316, 60, 62, 63, 448, 66, 326, 201, 73, 78, 346, 219, 222, 96, 226, 98, 357, 237, 238] 
2 & 408 & [0, 3, 398, 273, 401, 18, 17, 281, 416, 289, 292, 297, 434, 53, 185, 316, 60, 62, 63, 448, 66, 326, 201, 73, 78, 346, 219, 222, 96, 226, 98, 357, 237, 238] 
3 & 424 & [0, 3, 13, 401, 273, 18, 405, 281, 416, 35, 292, 39, 173, 303, 434, 53, 438, 55, 185, 314, 62, 63, 448, 66, 201, 78, 207, 213, 216, 217, 346, 220, 222, 226, 237, 117] 
4 & 424 & [0, 3, 13, 401, 273, 18, 405, 281, 416, 35, 292, 39, 173, 303, 434, 53, 438, 55, 185, 314, 62, 63, 448, 66, 201, 78, 207, 213, 216, 217, 346, 220, 222, 226, 237, 117] 
5 & 463 & [0, 136, 9, 393, 13, 143, 16, 401, 273, 146, 18, 405, 148, 281, 416, 289, 292, 302, 303, 53, 185, 62, 63, 448, 66, 194, 201, 331, 78, 84, 213, 216, 346, 220, 226, 357, 359, 237, 381] 
6 & 463 & [0, 136, 9, 393, 13, 143, 16, 401, 273, 146, 18, 405, 148, 281, 416, 289, 292, 302, 303, 53, 185, 62, 63, 448, 66, 194, 201, 331, 78, 84, 213, 216, 346, 220, 226, 357, 359, 237, 381] 
7 & 463 & [0, 136, 9, 393, 13, 143, 16, 401, 273, 146, 18, 405, 148, 281, 416, 289, 292, 302, 303, 53, 185, 62, 63, 448, 66, 194, 201, 331, 78, 84, 213, 216, 346, 220, 226, 357, 359, 237, 381] 
8 & 463 & [0, 136, 9, 393, 13, 143, 16, 401, 273, 146, 18, 405, 148, 281, 416, 289, 292, 302, 303, 53, 185, 62, 63, 448, 66, 194, 201, 331, 78, 84, 213, 216, 346, 220, 226, 357, 359, 237, 381] 
9 & 463 & [0, 136, 9, 393, 13, 143, 16, 401, 273, 146, 18, 405, 148, 281, 416, 289, 292, 302, 303, 53, 185, 62, 63, 448, 66, 194, 201, 331, 78, 84, 213, 216, 346, 220, 226, 357, 359, 237, 381] 
10 & 463 & [0, 136, 9, 393, 13, 143, 16, 401, 273, 146, 18, 405, 148, 281, 416, 289, 292, 302, 303, 53, 185, 62, 63, 448, 66, 194, 201, 331, 78, 84, 213, 216, 346, 220, 226, 357, 359, 237, 381] 
11 & 463 & [0, 136, 9, 393, 13, 143, 16, 401, 273, 146, 18, 405, 148, 281, 416, 289, 292, 302, 303, 53, 185, 62, 63, 448, 66, 194, 201, 331, 78, 84, 213, 216, 346, 220, 226, 357, 359, 237, 381] 
12 & 463 & [0, 136, 9, 393, 13, 143, 16, 401, 273, 146, 18, 405, 148, 281, 416, 289, 292, 302, 303, 53, 185, 62, 63, 448, 66, 194, 201, 331, 78, 84, 213, 216, 346, 220, 226, 357, 359, 237, 381] 
13 & 463 & [0, 136, 9, 393, 13, 143, 16, 401, 273, 146, 18, 405, 148, 281, 416, 289, 292, 302, 303, 53, 185, 62, 63, 448, 66, 194, 201, 331, 78, 84, 213, 216, 346, 220, 226, 357, 359, 237, 381] 
14 & 463 & [0, 136, 9, 393, 13, 143, 16, 401, 273, 146, 18, 405, 148, 281, 416, 289, 292, 302, 303, 53, 185, 62, 63, 448, 66, 194, 201, 331, 78, 84, 213, 216, 346, 220, 226, 357, 359, 237, 381] 
15 & 463 & [0, 136, 9, 393, 13, 143, 16, 401, 273, 146, 18, 405, 148, 281, 416, 289, 292, 302, 303, 53, 185, 62, 63, 448, 66, 194, 201, 331, 78, 84, 213, 216, 346, 220, 226, 357, 359, 237, 381] 
16 & 463 & [0, 136, 9, 393, 13, 143, 16, 401, 273, 146, 18, 405, 148, 281, 416, 289, 292, 302, 303, 53, 185, 62, 63, 448, 66, 194, 201, 331, 78, 84, 213, 216, 346, 220, 226, 357, 359, 237, 381] 
17 & 463 & [0, 136, 9, 393, 13, 143, 16, 401, 273, 146, 18, 405, 148, 281, 416, 289, 292, 302, 303, 53, 185, 62, 63, 448, 66, 194, 201, 331, 78, 84, 213, 216, 346, 220, 226, 357, 359, 237, 381] 
18 & 463 & [0, 136, 9, 393, 13, 143, 16, 401, 273, 146, 18, 405, 148, 281, 416, 289, 292, 302, 303, 53, 185, 62, 63, 448, 66, 194, 201, 331, 78, 84, 213, 216, 346, 220, 226, 357, 359, 237, 381] 
19 & 463 & [0, 136, 9, 393, 13, 143, 16, 401, 273, 146, 18, 405, 148, 281, 416, 289, 292, 302, 303, 53, 185, 62, 63, 448, 66, 194, 201, 331, 78, 84, 213, 216, 346, 220, 226, 357, 359, 237, 381] 
20 & 463 & [0, 136, 9, 393, 13, 143, 16, 401, 273, 146, 18, 405, 148, 281, 416, 289, 292, 302, 303, 53, 185, 62, 63, 448, 66, 194, 201, 331, 78, 84, 213, 216, 346, 220, 226, 357, 359, 237, 381] 
21 & 477 & [0, 136, 13, 397, 273, 401, 18, 405, 281, 155, 27, 416, 289, 35, 292, 36, 299, 302, 303, 434, 53, 185, 441, 62, 63, 66, 201, 78, 346, 220, 222, 226, 357, 359, 233, 237, 238, 112, 114, 117] 
22 & 477 & [0, 136, 13, 397, 273, 401, 18, 405, 281, 155, 27, 416, 289, 35, 292, 36, 299, 302, 303, 434, 53, 185, 441, 62, 63, 66, 201, 78, 346, 220, 222, 226, 357, 359, 233, 237, 238, 112, 114, 117] 
23 & 477 & [0, 136, 13, 397, 273, 401, 18, 405, 281, 155, 27, 416, 289, 35, 292, 36, 299, 302, 303, 434, 53, 185, 441, 62, 63, 66, 201, 78, 346, 220, 222, 226, 357, 359, 233, 237, 238, 112, 114, 117] 
24 & 477 & [0, 136, 13, 397, 273, 401, 18, 405, 281, 155, 27, 416, 289, 35, 292, 36, 299, 302, 303, 434, 53, 185, 441, 62, 63, 66, 201, 78, 346, 220, 222, 226, 357, 359, 233, 237, 238, 112, 114, 117] 
25 & 477 & [0, 136, 13, 397, 273, 401, 18, 405, 281, 155, 27, 416, 289, 35, 292, 36, 299, 302, 303, 434, 53, 185, 441, 62, 63, 66, 201, 78, 346, 220, 222, 226, 357, 359, 233, 237, 238, 112, 114, 117] 
26 & 477 & [0, 136, 13, 397, 273, 401, 18, 405, 281, 155, 27, 416, 289, 35, 292, 36, 299, 302, 303, 434, 53, 185, 441, 62, 63, 66, 201, 78, 346, 220, 222, 226, 357, 359, 233, 237, 238, 112, 114, 117] 
27 & 477 & [0, 136, 13, 397, 273, 401, 18, 405, 281, 155, 27, 416, 289, 35, 292, 36, 299, 302, 303, 434, 53, 185, 441, 62, 63, 66, 201, 78, 346, 220, 222, 226, 357, 359, 233, 237, 238, 112, 114, 117] 
28 & 477 & [0, 136, 13, 397, 273, 401, 18, 405, 281, 155, 27, 416, 289, 35, 292, 36, 299, 302, 303, 434, 53, 185, 441, 62, 63, 66, 201, 78, 346, 220, 222, 226, 357, 359, 233, 237, 238, 112, 114, 117] 
29 & 477 & [0, 136, 13, 397, 273, 401, 18, 405, 281, 155, 27, 416, 289, 35, 292, 36, 299, 302, 303, 434, 53, 185, 441, 62, 63, 66, 201, 78, 346, 220, 222, 226, 357, 359, 233, 237, 238, 112, 114, 117] 
30 & 477 & [0, 136, 13, 397, 273, 401, 18, 405, 281, 155, 27, 416, 289, 35, 292, 36, 299, 302, 303, 434, 53, 185, 441, 62, 63, 66, 201, 78, 346, 220, 222, 226, 357, 359, 233, 237, 238, 112, 114, 117] 
31 & 477 & [0, 136, 13, 397, 273, 401, 18, 405, 281, 155, 27, 416, 289, 35, 292, 36, 299, 302, 303, 434, 53, 185, 441, 62, 63, 66, 201, 78, 346, 220, 222, 226, 357, 359, 233, 237, 238, 112, 114, 117] 
32 & 477 & [0, 136, 13, 397, 273, 401, 18, 405, 281, 155, 27, 416, 289, 35, 292, 36, 299, 302, 303, 434, 53, 185, 441, 62, 63, 66, 201, 78, 346, 220, 222, 226, 357, 359, 233, 237, 238, 112, 114, 117] 
33 & 477 & [0, 136, 13, 397, 273, 401, 18, 405, 281, 155, 27, 416, 289, 35, 292, 36, 299, 302, 303, 434, 53, 185, 441, 62, 63, 66, 201, 78, 346, 220, 222, 226, 357, 359, 233, 237, 238, 112, 114, 117] 
34 & 477 & [0, 136, 13, 397, 273, 401, 18, 405, 281, 155, 27, 416, 289, 35, 292, 36, 299, 302, 303, 434, 53, 185, 441, 62, 63, 66, 201, 78, 346, 220, 222, 226, 357, 359, 233, 237, 238, 112, 114, 117] 
35 & 478 & [0, 3, 9, 13, 143, 401, 273, 146, 405, 281, 155, 416, 292, 169, 302, 434, 53, 309, 185, 58, 62, 63, 66, 70, 201, 75, 78, 81, 216, 346, 220, 222, 226, 98, 354, 357, 359, 234, 237, 109, 378, 125] 
36 & 478 & [0, 3, 9, 13, 143, 401, 273, 146, 405, 281, 155, 416, 292, 169, 302, 434, 53, 309, 185, 58, 62, 63, 66, 70, 201, 75, 78, 81, 216, 346, 220, 222, 226, 98, 354, 357, 359, 234, 237, 109, 378, 125] 
37 & 478 & [0, 3, 9, 13, 143, 401, 273, 146, 405, 281, 155, 416, 292, 169, 302, 434, 53, 309, 185, 58, 62, 63, 66, 70, 201, 75, 78, 81, 216, 346, 220, 222, 226, 98, 354, 357, 359, 234, 237, 109, 378, 125] 
38 & 478 & [0, 3, 9, 13, 143, 401, 273, 146, 405, 281, 155, 416, 292, 169, 302, 434, 53, 309, 185, 58, 62, 63, 66, 70, 201, 75, 78, 81, 216, 346, 220, 222, 226, 98, 354, 357, 359, 234, 237, 109, 378, 125] 
39 & 478 & [0, 3, 9, 13, 143, 401, 273, 146, 405, 281, 155, 416, 292, 169, 302, 434, 53, 309, 185, 58, 62, 63, 66, 70, 201, 75, 78, 81, 216, 346, 220, 222, 226, 98, 354, 357, 359, 234, 237, 109, 378, 125] 
40 & 478 & [0, 3, 9, 13, 143, 401, 273, 146, 405, 281, 155, 416, 292, 169, 302, 434, 53, 309, 185, 58, 62, 63, 66, 70, 201, 75, 78, 81, 216, 346, 220, 222, 226, 98, 354, 357, 359, 234, 237, 109, 378, 125] 
41 & 478 & [0, 3, 9, 13, 143, 401, 273, 146, 405, 281, 155, 416, 292, 169, 302, 434, 53, 309, 185, 58, 62, 63, 66, 70, 201, 75, 78, 81, 216, 346, 220, 222, 226, 98, 354, 357, 359, 234, 237, 109, 378, 125] 
42 & 478 & [0, 3, 9, 13, 143, 401, 273, 146, 405, 281, 155, 416, 292, 169, 302, 434, 53, 309, 185, 58, 62, 63, 66, 70, 201, 75, 78, 81, 216, 346, 220, 222, 226, 98, 354, 357, 359, 234, 237, 109, 378, 125] 
43 & 478 & [0, 3, 9, 13, 143, 401, 273, 146, 405, 281, 155, 416, 292, 169, 302, 434, 53, 309, 185, 58, 62, 63, 66, 70, 201, 75, 78, 81, 216, 346, 220, 222, 226, 98, 354, 357, 359, 234, 237, 109, 378, 125] 
44 & 478 & [0, 3, 9, 13, 143, 401, 273, 146, 405, 281, 155, 416, 292, 169, 302, 434, 53, 309, 185, 58, 62, 63, 66, 70, 201, 75, 78, 81, 216, 346, 220, 222, 226, 98, 354, 357, 359, 234, 237, 109, 378, 125] 
45 & 478 & [0, 3, 9, 13, 143, 401, 273, 146, 405, 281, 155, 416, 292, 169, 302, 434, 53, 309, 185, 58, 62, 63, 66, 70, 201, 75, 78, 81, 216, 346, 220, 222, 226, 98, 354, 357, 359, 234, 237, 109, 378, 125] 
46 & 478 & [0, 3, 9, 13, 143, 401, 273, 146, 405, 281, 155, 416, 292, 169, 302, 434, 53, 309, 185, 58, 62, 63, 66, 70, 201, 75, 78, 81, 216, 346, 220, 222, 226, 98, 354, 357, 359, 234, 237, 109, 378, 125] 
47 & 478 & [0, 3, 9, 13, 143, 401, 273, 146, 405, 281, 155, 416, 292, 169, 302, 434, 53, 309, 185, 58, 62, 63, 66, 70, 201, 75, 78, 81, 216, 346, 220, 222, 226, 98, 354, 357, 359, 234, 237, 109, 378, 125] 
48 & 478 & [0, 3, 9, 13, 143, 401, 273, 146, 405, 281, 155, 416, 292, 169, 302, 434, 53, 309, 185, 58, 62, 63, 66, 70, 201, 75, 78, 81, 216, 346, 220, 222, 226, 98, 354, 357, 359, 234, 237, 109, 378, 125] 
49 & 478 & [0, 3, 9, 13, 143, 401, 273, 146, 405, 281, 155, 416, 292, 169, 302, 434, 53, 309, 185, 58, 62, 63, 66, 70, 201, 75, 78, 81, 216, 346, 220, 222, 226, 98, 354, 357, 359, 234, 237, 109, 378, 125] 
50 & 478 & [0, 3, 9, 13, 143, 401, 273, 146, 405, 281, 155, 416, 292, 169, 302, 434, 53, 309, 185, 58, 62, 63, 66, 70, 201, 75, 78, 81, 216, 346, 220, 222, 226, 98, 354, 357, 359, 234, 237, 109, 378, 125] 
51 & 478 & [0, 3, 9, 13, 143, 401, 273, 146, 405, 281, 155, 416, 292, 169, 302, 434, 53, 309, 185, 58, 62, 63, 66, 70, 201, 75, 78, 81, 216, 346, 220, 222, 226, 98, 354, 357, 359, 234, 237, 109, 378, 125] 
52 & 478 & [0, 3, 9, 13, 143, 401, 273, 146, 405, 281, 155, 416, 292, 169, 302, 434, 53, 309, 185, 58, 62, 63, 66, 70, 201, 75, 78, 81, 216, 346, 220, 222, 226, 98, 354, 357, 359, 234, 237, 109, 378, 125] 
53 & 478 & [0, 3, 9, 13, 143, 401, 273, 146, 405, 281, 155, 416, 292, 169, 302, 434, 53, 309, 185, 58, 62, 63, 66, 70, 201, 75, 78, 81, 216, 346, 220, 222, 226, 98, 354, 357, 359, 234, 237, 109, 378, 125] 
54 & 478 & [0, 3, 9, 13, 143, 401, 273, 146, 405, 281, 155, 416, 292, 169, 302, 434, 53, 309, 185, 58, 62, 63, 66, 70, 201, 75, 78, 81, 216, 346, 220, 222, 226, 98, 354, 357, 359, 234, 237, 109, 378, 125] 
55 & 478 & [0, 3, 9, 13, 143, 401, 273, 146, 405, 281, 155, 416, 292, 169, 302, 434, 53, 309, 185, 58, 62, 63, 66, 70, 201, 75, 78, 81, 216, 346, 220, 222, 226, 98, 354, 357, 359, 234, 237, 109, 378, 125] 
56 & 478 & [0, 3, 9, 13, 143, 401, 273, 146, 405, 281, 155, 416, 292, 169, 302, 434, 53, 309, 185, 58, 62, 63, 66, 70, 201, 75, 78, 81, 216, 346, 220, 222, 226, 98, 354, 357, 359, 234, 237, 109, 378, 125] 
57 & 478 & [0, 3, 9, 13, 143, 401, 273, 146, 405, 281, 155, 416, 292, 169, 302, 434, 53, 309, 185, 58, 62, 63, 66, 70, 201, 75, 78, 81, 216, 346, 220, 222, 226, 98, 354, 357, 359, 234, 237, 109, 378, 125] 
58 & 478 & [0, 3, 9, 13, 143, 401, 273, 146, 405, 281, 155, 416, 292, 169, 302, 434, 53, 309, 185, 58, 62, 63, 66, 70, 201, 75, 78, 81, 216, 346, 220, 222, 226, 98, 354, 357, 359, 234, 237, 109, 378, 125] 
59 & 478 & [0, 3, 9, 13, 143, 401, 273, 146, 405, 281, 155, 416, 292, 169, 302, 434, 53, 309, 185, 58, 62, 63, 66, 70, 201, 75, 78, 81, 216, 346, 220, 222, 226, 98, 354, 357, 359, 234, 237, 109, 378, 125] 
60 & 478 & [0, 3, 9, 13, 143, 401, 273, 146, 405, 281, 155, 416, 292, 169, 302, 434, 53, 309, 185, 58, 62, 63, 66, 70, 201, 75, 78, 81, 216, 346, 220, 222, 226, 98, 354, 357, 359, 234, 237, 109, 378, 125] 
61 & 478 & [0, 3, 9, 13, 143, 401, 273, 146, 405, 281, 155, 416, 292, 169, 302, 434, 53, 309, 185, 58, 62, 63, 66, 70, 201, 75, 78, 81, 216, 346, 220, 222, 226, 98, 354, 357, 359, 234, 237, 109, 378, 125] 
62 & 478 & [0, 3, 9, 13, 143, 401, 273, 146, 405, 281, 155, 416, 292, 169, 302, 434, 53, 309, 185, 58, 62, 63, 66, 70, 201, 75, 78, 81, 216, 346, 220, 222, 226, 98, 354, 357, 359, 234, 237, 109, 378, 125] 
63 & 478 & [0, 3, 9, 13, 143, 401, 273, 146, 405, 281, 155, 416, 292, 169, 302, 434, 53, 309, 185, 58, 62, 63, 66, 70, 201, 75, 78, 81, 216, 346, 220, 222, 226, 98, 354, 357, 359, 234, 237, 109, 378, 125] 
64 & 478 & [0, 3, 9, 13, 143, 401, 273, 146, 405, 281, 155, 416, 292, 169, 302, 434, 53, 309, 185, 58, 62, 63, 66, 70, 201, 75, 78, 81, 216, 346, 220, 222, 226, 98, 354, 357, 359, 234, 237, 109, 378, 125] 
65 & 478 & [0, 3, 9, 13, 143, 401, 273, 146, 405, 281, 155, 416, 292, 169, 302, 434, 53, 309, 185, 58, 62, 63, 66, 70, 201, 75, 78, 81, 216, 346, 220, 222, 226, 98, 354, 357, 359, 234, 237, 109, 378, 125] 
66 & 478 & [0, 3, 9, 13, 143, 401, 273, 146, 405, 281, 155, 416, 292, 169, 302, 434, 53, 309, 185, 58, 62, 63, 66, 70, 201, 75, 78, 81, 216, 346, 220, 222, 226, 98, 354, 357, 359, 234, 237, 109, 378, 125] 
